customer_id,registration_date,customer_segment,acquisition_channel,total_orders,total_spent,last_order_date
C012480,2023-01-02,VIP,Organic Search,37.0,33584.05,2025-06-20
C012481,2025-08-04,Returning,Email Marketing,0.0,0.0,
C012482,2025-07-23,New,Email Marketing,0.0,0.0,
C012483,2025-07-27,VIP,Email Marketing,0.0,0.0,
C012484,2025-08-05,New,Paid Search,0.0,0.0,
C012485,2025-02-13,Returning,Email Marketing,0.0,0.0,
C012486,2023-01-02,VIP,Organic Search,29.0,14677.91,2025-06-11
C012487,2025-08-07,Returning,Organic Search,0.0,0.0,
C012488,2025-05-30,Returning,Social Media,1.0,908.72,2023-03-12
C012489,2025-08-13,New,Social Media,0.0,0.0,
C012490,2025-08-31,New,Paid Search,0.0,0.0,
C012491,2023-04-06,Returning,Social Media,11.0,10426.56,2025-05-08
C012492,2025-01-01,VIP,Referral,0.0,0.0,
C012493,2025-09-22,New,Paid Search,0.0,0.0,
C012494,2025-05-14,New,Organic Search,1.0,976.61,2025-03-26
C012495,2025-09-25,VIP,Organic Search,0.0,0.0,
C012496,2024-04-10,New,Email Marketing,0.0,0.0,
C012497,2025-01-25,VIP,Social Media,1.0,924.18,2024-03-13
C012498,2024-12-29,New,Referral,0.0,0.0,
C012499,2024-04-09,Returning,Referral,3.0,2279.23,2024-03-05
C012500,2025-02-07,VIP,Social Media,0.0,0.0,
C012501,2024-12-18,Returning,Paid Search,0.0,0.0,
C012502,2024-12-24,Returning,Email Marketing,0.0,0.0,
C012503,2025-08-24,Returning,Organic Search,0.0,0.0,
C012504,2025-08-13,Returning,Organic Search,0.0,0.0,
C012505,2023-01-02,New,Referral,25.0,15122.82,2025-08-19
C012506,2023-07-06,Returning,Email Marketing,14.0,14302.52,2025-09-15
C012507,2024-06-03,VIP,Referral,2.0,2223.45,2023-08-01
C012508,2024-11-21,Returning,Email Marketing,1.0,389.17,2023-02-06
C012509,2025-01-04,New,Referral,1.0,282.57,2024-11-15
C012510,2024-07-06,VIP,Referral,0.0,0.0,
C012511,2023-05-24,Returning,Social Media,10.0,7610.61,2025-04-17
C012512,2025-05-31,VIP,Social Media,0.0,0.0,
C012513,2025-06-19,New,Direct,0.0,0.0,
C012514,2025-03-25,Returning,Social Media,0.0,0.0,
C012515,2024-06-01,Returning,Organic Search,0.0,0.0,
C012516,2024-12-31,Returning,Paid Search,3.0,10830.64,2025-08-25
C012517,2024-12-12,New,Social Media,0.0,0.0,
C012518,2025-01-15,New,Organic Search,0.0,0.0,
C012519,2024-05-26,New,Direct,2.0,1279.71,2025-06-03
C012520,2025-07-26,New,Email Marketing,0.0,0.0,
C012521,2025-04-26,VIP,Organic Search,1.0,1906.85,2024-02-28
C012522,2023-10-26,New,Referral,2.0,1401.48,2023-10-16
C012523,2024-09-23,Returning,Referral,2.0,3280.81,2023-11-13
C012524,2025-08-09,Returning,Organic Search,1.0,113.04,2024-03-10
C012525,2025-06-23,New,Email Marketing,0.0,0.0,
C012526,2023-11-09,New,Referral,4.0,4172.92,2025-05-03
C012527,2023-01-02,VIP,Organic Search,24.0,15567.61,2025-07-27
C012528,2025-03-16,Returning,Referral,0.0,0.0,
C012529,2025-04-28,New,Paid Search,0.0,0.0,
C012530,2025-06-02,Returning,Direct,0.0,0.0,
C012531,2024-03-15,Returning,Organic Search,2.0,5327.71,2025-06-19
C012532,2024-12-13,New,Paid Search,0.0,0.0,
C012533,2025-07-17,New,Organic Search,0.0,0.0,
C012534,2025-09-14,VIP,Organic Search,0.0,0.0,
C012535,2025-09-17,Returning,Email Marketing,0.0,0.0,
C012536,2023-01-02,VIP,Paid Search,25.0,12660.47,2025-04-02
C012537,2023-01-02,VIP,Paid Search,31.0,19701.6,2025-07-20
C012538,2025-03-03,New,Organic Search,0.0,0.0,
C012539,2025-06-12,VIP,Organic Search,2.0,3106.22,2024-04-12
C012540,2025-06-24,Returning,Referral,0.0,0.0,
C012541,2024-04-16,Returning,Referral,0.0,0.0,
C012542,2023-10-12,Returning,Social Media,4.0,846.12,2025-09-10
C012543,2025-01-08,New,Referral,0.0,0.0,
C012544,2025-06-03,New,Email Marketing,0.0,0.0,
C012545,2025-04-03,VIP,Paid Search,0.0,0.0,
C012546,2025-04-21,New,Referral,1.0,764.15,2022-12-07
C012547,2025-08-10,New,Referral,2.0,590.08,2025-02-01
C012548,2025-05-24,New,Referral,0.0,0.0,
C012549,2025-04-30,Returning,Social Media,0.0,0.0,
C012550,2023-05-24,New,Referral,11.0,4730.12,2025-03-22
C012551,2025-08-14,Returning,Social Media,0.0,0.0,
C012552,2025-07-13,Returning,Paid Search,0.0,0.0,
C012553,2024-12-13,Returning,Social Media,0.0,0.0,
C012554,2024-04-23,Returning,Organic Search,1.0,408.73,2023-03-24
C012555,2025-03-08,New,Organic Search,1.0,1287.22,2024-06-09
C012556,2024-09-29,Returning,Direct,0.0,0.0,
C012557,2025-05-17,Returning,Email Marketing,0.0,0.0,
C012558,2023-01-02,New,Referral,33.0,22869.14,2025-07-23
C012559,2025-05-13,Returning,Paid Search,0.0,0.0,
C012560,2025-03-02,New,Email Marketing,0.0,0.0,
C012561,2024-08-23,VIP,Paid Search,0.0,0.0,
C012562,2023-01-17,New,Social Media,18.0,9278.55,2025-03-26
C012563,2025-02-16,Returning,Organic Search,2.0,869.94,2025-02-17
C012564,2023-09-28,VIP,Email Marketing,6.0,6905.2,2025-04-28
C012565,2025-09-19,New,Email Marketing,0.0,0.0,
C012566,2024-05-06,Returning,Email Marketing,2.0,1644.5,2024-04-12
C012567,2024-05-09,Returning,Social Media,2.0,2351.74,2024-06-21
C012568,2024-06-19,Returning,Email Marketing,2.0,724.15,2024-08-27
C012569,2024-03-18,New,Referral,3.0,491.14,2025-07-15
C012570,2025-08-02,VIP,Direct,0.0,0.0,
C012571,2024-04-09,New,Paid Search,4.0,1387.92,2024-11-09
C012572,2024-09-23,Returning,Organic Search,0.0,0.0,
C012573,2023-10-08,New,Organic Search,1.0,304.34,2022-03-08
C012574,2025-07-27,VIP,Email Marketing,0.0,0.0,
C012575,2024-12-12,Returning,Social Media,0.0,0.0,
C012576,2024-02-17,Returning,Email Marketing,4.0,1906.73,2025-04-28
C012577,2025-01-21,Returning,Email Marketing,0.0,0.0,
C012578,2024-09-18,New,Email Marketing,0.0,0.0,
C012579,2025-07-28,Returning,Referral,0.0,0.0,
C012580,2024-05-23,New,Organic Search,1.0,238.75,2024-09-17
C012581,2024-04-10,New,Email Marketing,1.0,2256.44,2024-05-15
C012582,2024-08-09,New,Social Media,2.0,208.34,2023-02-03
C012583,2025-03-01,New,Direct,2.0,454.39,2024-09-19
C012584,2023-06-26,Returning,Email Marketing,14.0,7165.91,2025-08-24
C012585,2025-04-27,New,Email Marketing,0.0,0.0,
C012586,2025-05-17,Returning,Email Marketing,0.0,0.0,
C012587,2023-01-02,New,Email Marketing,30.0,17652.45,2025-08-15
C012588,2025-05-22,Returning,Direct,1.0,203.6,2023-05-30
C012589,2024-06-02,New,Paid Search,2.0,958.72,2025-03-02
C012590,2024-01-27,Returning,Paid Search,2.0,2268.7,2022-11-20
C012591,2025-06-12,New,Paid Search,0.0,0.0,
C012592,2025-08-05,VIP,Paid Search,1.0,204.71,2022-04-15
C012593,2023-01-02,New,Paid Search,27.0,17950.93,2025-07-25
C012594,2025-01-08,New,Email Marketing,0.0,0.0,
C012595,2025-03-12,Returning,Referral,0.0,0.0,
C012596,2024-11-29,Returning,Organic Search,0.0,0.0,
C012597,2025-06-18,Returning,Social Media,0.0,0.0,
C012598,2024-10-23,Returning,Organic Search,3.0,2703.15,2024-06-29
C012599,2025-09-26,Returning,Referral,0.0,0.0,
C012600,2025-09-07,Returning,Referral,0.0,0.0,
C012601,2023-03-16,VIP,Social Media,18.0,15405.97,2025-09-12
C012602,2023-01-02,New,Referral,22.0,20226.29,2025-08-28
C012603,2025-04-05,Returning,Social Media,0.0,0.0,
C012604,2024-03-28,VIP,Organic Search,2.0,1104.39,2023-05-28
C012605,2023-01-02,Returning,Direct,29.0,23551.47,2025-09-19
C012606,2025-08-03,Returning,Organic Search,0.0,0.0,
C012607,2025-06-27,Returning,Direct,0.0,0.0,
C012608,2024-06-09,Returning,Email Marketing,2.0,1733.9,2025-09-10
C012609,2024-11-16,Returning,Paid Search,0.0,0.0,
C012610,2025-07-17,Returning,Referral,0.0,0.0,
C012611,2025-01-15,New,Referral,0.0,0.0,
C012612,2024-09-03,Returning,Organic Search,0.0,0.0,
C012613,2025-08-26,Returning,Direct,0.0,0.0,
C012614,2024-01-09,Returning,Paid Search,3.0,2106.04,2025-04-03
C012615,2025-01-10,New,Paid Search,0.0,0.0,
C012616,2024-12-25,New,Organic Search,0.0,0.0,
C012617,2025-02-23,VIP,Direct,1.0,1252.42,2023-03-12
C012618,2024-09-13,Returning,Paid Search,1.0,530.51,2023-07-25
C012619,2024-08-09,New,Email Marketing,0.0,0.0,
C012620,2025-03-11,New,Organic Search,1.0,437.15,2022-09-05
C012621,2024-04-21,New,Social Media,3.0,1889.07,2023-02-07
C012622,2025-07-22,Returning,Social Media,0.0,0.0,
C012623,2025-06-07,Returning,Referral,0.0,0.0,
C012624,2024-08-27,Returning,Organic Search,1.0,669.37,2023-02-25
C012625,2024-11-19,VIP,Social Media,1.0,1453.77,2024-02-18
C012626,2024-09-03,Returning,Direct,0.0,0.0,
C012627,2023-10-24,New,Direct,7.0,3557.77,2025-07-13
C012628,2025-08-24,Returning,Paid Search,0.0,0.0,
C012629,2023-01-02,Returning,Paid Search,31.0,26323.24,2025-08-23
C012630,2025-09-26,New,Email Marketing,0.0,0.0,
C012631,2025-08-14,Returning,Email Marketing,0.0,0.0,
C012632,2025-05-06,New,Paid Search,0.0,0.0,
C012633,2025-05-03,Returning,Paid Search,1.0,79.57,2024-01-26
C012634,2024-03-04,New,Organic Search,3.0,1988.3,2025-04-17
C012635,2025-09-20,Returning,Referral,0.0,0.0,
C012636,2025-07-13,New,Social Media,1.0,1042.3,2022-07-15
C012637,2025-08-05,Returning,Direct,0.0,0.0,
C012638,2025-06-04,Returning,Paid Search,0.0,0.0,
C012639,2025-04-01,Returning,Paid Search,0.0,0.0,
C012640,2024-11-04,Returning,Direct,2.0,338.4,2025-03-29
C012641,2023-07-20,VIP,Direct,7.0,8539.91,2025-06-08
C012642,2024-11-25,Returning,Direct,2.0,1664.76,2024-06-06
C012643,2025-06-20,Returning,Email Marketing,0.0,0.0,
C012644,2024-01-12,New,Paid Search,1.0,423.91,2024-01-18
C012645,2024-11-03,Returning,Email Marketing,1.0,806.07,2024-08-19
C012646,2024-08-24,New,Paid Search,0.0,0.0,
C012647,2023-01-02,Returning,Paid Search,31.0,21951.53,2025-09-01
C012648,2025-09-12,Returning,Social Media,0.0,0.0,
C012649,2024-09-13,Returning,Email Marketing,0.0,0.0,
C012650,2024-12-15,New,Social Media,0.0,0.0,
C012651,2025-02-12,New,Social Media,1.0,1878.08,2025-02-19
C012652,2023-01-02,New,Referral,18.0,9854.39,2025-08-21
C012653,2023-05-10,New,Direct,11.0,7694.97,2025-07-31
C012654,2025-07-07,VIP,Paid Search,0.0,0.0,
C012655,2023-12-21,New,Organic Search,4.0,1357.11,2025-09-01
C012656,2025-09-02,Returning,Email Marketing,0.0,0.0,
C012657,2024-06-24,New,Organic Search,1.0,1633.26,2023-05-04
C012658,2024-03-11,New,Paid Search,3.0,577.22,2025-09-08
C012659,2025-01-05,Returning,Paid Search,1.0,4947.81,2024-10-06
C012660,2023-01-02,New,Direct,18.0,8600.32,2025-09-23
C012661,2025-05-23,New,Referral,0.0,0.0,
C012662,2025-04-14,VIP,Referral,0.0,0.0,
C012663,2025-07-15,New,Paid Search,0.0,0.0,
C012664,2025-05-15,Returning,Organic Search,0.0,0.0,
C012665,2025-06-27,VIP,Referral,0.0,0.0,
C012666,2025-07-15,New,Social Media,1.0,154.95,2025-08-15
C012667,2025-06-10,New,Social Media,0.0,0.0,
C012668,2023-01-02,New,Referral,32.0,21529.98,2025-09-14
C012669,2025-07-10,Returning,Paid Search,0.0,0.0,
C012670,2024-06-12,New,Social Media,0.0,0.0,
C012671,2024-03-19,Returning,Paid Search,2.0,774.68,2024-04-06
C012672,2025-09-08,Returning,Referral,0.0,0.0,
C012673,2025-07-21,Returning,Direct,0.0,0.0,
C012674,2025-01-07,New,Direct,0.0,0.0,
C012675,2025-07-27,New,Direct,0.0,0.0,
C012676,2023-01-02,New,Paid Search,21.0,8921.75,2025-09-20
C012677,2025-08-24,New,Social Media,0.0,0.0,
C012678,2023-01-02,New,Referral,19.0,13603.03,2025-04-26
C012679,2025-04-17,Returning,Email Marketing,0.0,0.0,
C012680,2025-09-28,New,Organic Search,0.0,0.0,
C012681,2025-08-21,Returning,Email Marketing,0.0,0.0,
C012682,2025-01-16,VIP,Email Marketing,1.0,592.26,2022-03-07
C012683,2024-06-26,Returning,Organic Search,1.0,182.03,2023-11-05
C012684,2025-08-16,New,Direct,0.0,0.0,
C012685,2024-03-17,Returning,Direct,3.0,1188.44,2024-06-18
C012686,2023-11-21,New,Paid Search,2.0,1106.34,2025-07-10
C012687,2025-05-01,Returning,Social Media,0.0,0.0,
C012688,2025-06-23,Returning,Direct,1.0,741.32,2023-05-19
C012689,2025-07-16,Returning,Paid Search,0.0,0.0,
C012690,2024-08-28,Returning,Organic Search,0.0,0.0,
C012691,2025-01-14,VIP,Social Media,0.0,0.0,
C012692,2023-10-14,New,Referral,7.0,4449.19,2025-08-29
C012693,2025-07-20,New,Social Media,1.0,171.37,2022-03-27
C012694,2023-04-03,New,Direct,23.0,14683.28,2025-08-27
C012695,2025-07-17,VIP,Referral,0.0,0.0,
C012696,2023-08-30,New,Paid Search,6.0,9217.41,2025-07-27
C012697,2025-03-16,Returning,Social Media,0.0,0.0,
C012698,2025-05-29,New,Direct,1.0,159.76,2025-06-26
C012699,2025-07-15,VIP,Email Marketing,0.0,0.0,
C012700,2025-09-11,Returning,Organic Search,0.0,0.0,
C012701,2023-12-12,Returning,Direct,4.0,695.73,2024-07-21
C012702,2023-04-17,Returning,Social Media,16.0,11998.14,2025-09-02
C012703,2025-06-12,New,Organic Search,1.0,115.36,2025-02-03
C012704,2024-11-29,VIP,Paid Search,0.0,0.0,
C012705,2024-05-04,New,Email Marketing,0.0,0.0,
C012706,2023-01-02,New,Referral,22.0,13479.56,2025-07-24
C012707,2023-02-20,Returning,Organic Search,23.0,23994.27,2025-09-06
C012708,2025-06-23,VIP,Social Media,0.0,0.0,
C012709,2025-08-18,Returning,Organic Search,0.0,0.0,
C012710,2025-01-14,Returning,Email Marketing,0.0,0.0,
C012711,2024-06-16,New,Social Media,0.0,0.0,
C012712,2025-01-19,New,Organic Search,0.0,0.0,
C012713,2024-11-19,Returning,Paid Search,0.0,0.0,
C012714,2024-08-13,Returning,Social Media,2.0,1351.5,2024-08-05
C012715,2024-12-19,VIP,Email Marketing,1.0,1186.38,2025-08-15
C012716,2024-07-11,Returning,Paid Search,2.0,503.94,2023-05-09
C012717,2025-05-10,Returning,Organic Search,0.0,0.0,
C012718,2025-05-05,New,Email Marketing,0.0,0.0,
C012719,2024-11-29,New,Social Media,0.0,0.0,
C012720,2023-10-21,New,Paid Search,5.0,11165.74,2025-05-14
C012721,2025-01-25,New,Direct,1.0,1181.67,2024-08-16
C012722,2025-04-01,Returning,Social Media,0.0,0.0,
C012723,2025-01-03,VIP,Social Media,0.0,0.0,
C012724,2025-08-30,VIP,Email Marketing,0.0,0.0,
C012725,2024-07-08,New,Paid Search,0.0,0.0,
C012726,2025-03-22,New,Referral,0.0,0.0,
C012727,2024-01-22,New,Email Marketing,3.0,877.01,2025-07-22
C012728,2023-01-02,New,Email Marketing,18.0,14966.95,2025-01-13
C012729,2025-05-23,New,Paid Search,0.0,0.0,
C012730,2024-09-27,Returning,Organic Search,0.0,0.0,
C012731,2025-05-21,Returning,Email Marketing,0.0,0.0,
C012732,2025-06-27,Returning,Organic Search,0.0,0.0,
C012733,2025-08-08,New,Organic Search,0.0,0.0,
C012734,2023-04-13,Returning,Paid Search,26.0,15323.32,2025-09-20
C012735,2025-08-22,VIP,Email Marketing,0.0,0.0,
C012736,2025-09-26,New,Paid Search,0.0,0.0,
C012737,2025-07-01,New,Social Media,0.0,0.0,
C012738,2023-06-26,New,Direct,12.0,9679.52,2025-05-28
C012739,2024-12-23,New,Paid Search,1.0,3613.5,2024-09-24
C012740,2025-09-28,VIP,Referral,0.0,0.0,
C012741,2025-09-05,Returning,Social Media,0.0,0.0,
C012742,2024-08-26,New,Email Marketing,2.0,1265.94,2024-01-26
C012743,2024-10-16,New,Paid Search,0.0,0.0,
C012744,2025-01-25,Returning,Social Media,1.0,671.31,2025-04-26
C012745,2025-09-16,Returning,Organic Search,1.0,125.03,2023-07-21
C012746,2023-03-08,VIP,Direct,8.0,4121.85,2025-08-06
C012747,2025-06-25,New,Organic Search,0.0,0.0,
C012748,2025-07-09,New,Paid Search,0.0,0.0,
C012749,2025-01-17,New,Paid Search,0.0,0.0,
C012750,2024-10-06,New,Social Media,0.0,0.0,
C012751,2024-05-09,New,Organic Search,1.0,241.69,2024-04-20
C012752,2024-04-26,New,Social Media,0.0,0.0,
C012753,2025-08-31,Returning,Social Media,0.0,0.0,
C012754,2025-04-26,Returning,Organic Search,0.0,0.0,
C012755,2025-07-11,New,Social Media,0.0,0.0,
C012756,2025-02-08,VIP,Paid Search,1.0,5075.83,2022-11-13
C012757,2023-01-02,Returning,Social Media,18.0,16712.4,2025-08-23
C012758,2023-09-08,New,Paid Search,5.0,4758.81,2025-07-20
C012759,2025-08-28,New,Social Media,0.0,0.0,
C012760,2025-03-09,VIP,Paid Search,0.0,0.0,
C012761,2023-07-15,Returning,Social Media,10.0,6870.34,2025-04-13
C012762,2024-06-09,New,Referral,2.0,616.44,2023-01-01
C012763,2023-04-14,New,Social Media,17.0,9048.42,2025-07-31
C012764,2025-05-08,New,Social Media,0.0,0.0,
C012765,2025-09-19,New,Organic Search,0.0,0.0,
C012766,2023-06-08,VIP,Direct,13.0,7786.49,2025-08-17
C012767,2024-12-23,New,Email Marketing,0.0,0.0,
C012768,2025-08-31,Returning,Referral,0.0,0.0,
C012769,2025-09-15,Returning,Referral,0.0,0.0,
C012770,2025-04-28,VIP,Referral,1.0,373.13,2022-10-23
C012771,2025-02-20,Returning,Organic Search,1.0,968.4,2025-05-18
C012772,2025-09-19,New,Direct,0.0,0.0,
C012773,2024-05-19,Returning,Organic Search,1.0,135.67,2023-12-25
C012774,2025-09-13,VIP,Email Marketing,0.0,0.0,
C012775,2025-06-21,New,Social Media,0.0,0.0,
C012776,2025-01-27,New,Paid Search,0.0,0.0,
C012777,2025-07-21,New,Organic Search,0.0,0.0,
C012778,2025-05-01,Returning,Paid Search,0.0,0.0,
C012779,2025-09-01,Returning,Email Marketing,1.0,1513.58,2022-01-19
C012780,2025-02-26,Returning,Social Media,0.0,0.0,
C012781,2025-03-25,Returning,Direct,0.0,0.0,
C012782,2025-01-20,Returning,Social Media,0.0,0.0,
C012783,2025-04-29,New,Social Media,0.0,0.0,
C012784,2025-03-19,Returning,Organic Search,0.0,0.0,
C012785,2025-02-05,New,Email Marketing,0.0,0.0,
C012786,2025-02-23,New,Paid Search,1.0,2557.24,2023-11-03
C012787,2025-08-16,VIP,Paid Search,0.0,0.0,
C012788,2023-08-24,New,Referral,7.0,2902.25,2025-09-18
C012789,2023-02-11,New,Organic Search,16.0,10018.78,2025-08-13
C012790,2024-09-27,New,Organic Search,1.0,2244.54,2023-03-04
C012791,2025-01-29,New,Social Media,0.0,0.0,
C012792,2024-11-13,New,Direct,0.0,0.0,
C012793,2025-08-27,New,Paid Search,0.0,0.0,
C012794,2023-11-25,New,Paid Search,7.0,1858.91,2025-07-23
C012795,2025-09-17,New,Paid Search,0.0,0.0,
C012796,2024-09-03,Returning,Referral,1.0,513.38,2022-10-18
C012797,2024-02-21,Returning,Direct,3.0,1194.79,2025-06-20
C012798,2024-01-31,New,Direct,2.0,990.05,2025-06-02
C012799,2024-09-25,Returning,Direct,0.0,0.0,
C012800,2025-05-24,New,Referral,0.0,0.0,
C012801,2024-01-01,New,Paid Search,3.0,1984.17,2024-05-07
C012802,2025-01-24,Returning,Direct,1.0,229.68,2025-05-13
C012803,2025-03-11,New,Referral,0.0,0.0,
C012804,2025-07-22,Returning,Email Marketing,0.0,0.0,
C012805,2024-08-16,Returning,Email Marketing,3.0,2848.03,2025-06-04
C012806,2025-08-20,New,Referral,0.0,0.0,
C012807,2024-11-10,New,Organic Search,0.0,0.0,
C012808,2024-07-02,Returning,Organic Search,2.0,945.78,2025-06-22
C012809,2025-03-28,VIP,Email Marketing,2.0,4556.71,2025-05-08
C012810,2024-03-17,VIP,Email Marketing,3.0,3677.25,2025-09-01
C012811,2024-08-24,VIP,Direct,0.0,0.0,
C012812,2025-03-19,Returning,Paid Search,1.0,469.61,2023-03-11
C012813,2025-09-08,Returning,Organic Search,0.0,0.0,
C012814,2023-09-25,Returning,Referral,2.0,2636.67,2024-12-05
C012815,2025-07-22,New,Paid Search,1.0,2119.86,2023-06-25
C012816,2025-03-18,Returning,Organic Search,0.0,0.0,
C012817,2025-06-26,New,Paid Search,0.0,0.0,
C012818,2025-09-05,Returning,Direct,0.0,0.0,
C012819,2025-01-30,Returning,Direct,2.0,466.25,2024-07-28
C012820,2025-08-27,New,Social Media,0.0,0.0,
C012821,2024-01-23,Returning,Direct,1.0,524.96,2023-04-01
C012822,2025-04-28,New,Organic Search,0.0,0.0,
C012823,2024-01-30,New,Organic Search,5.0,3186.72,2025-06-09
C012824,2024-02-06,Returning,Organic Search,1.0,186.06,2023-08-17
C012825,2025-01-14,New,Referral,0.0,0.0,
C012826,2023-08-24,New,Organic Search,4.0,2127.72,2024-03-04
C012827,2025-06-11,New,Organic Search,0.0,0.0,
C012828,2025-04-12,Returning,Paid Search,0.0,0.0,
C012829,2025-09-24,New,Direct,0.0,0.0,
C012830,2025-09-24,New,Organic Search,1.0,143.93,2022-07-11
C012831,2023-07-24,New,Referral,8.0,5519.24,2025-09-20
C012832,2025-09-21,Returning,Referral,0.0,0.0,
C012833,2025-08-31,New,Referral,0.0,0.0,
C012834,2025-04-09,Returning,Referral,0.0,0.0,
C012835,2025-02-19,New,Paid Search,0.0,0.0,
C012836,2023-01-02,Returning,Email Marketing,35.0,27860.96,2025-09-27
C012837,2025-09-15,New,Email Marketing,0.0,0.0,
C012838,2025-09-14,New,Direct,0.0,0.0,
C012839,2024-11-06,New,Direct,1.0,328.14,2024-12-04
C012840,2025-03-23,Returning,Social Media,0.0,0.0,
C012841,2025-07-28,Returning,Direct,0.0,0.0,
C012842,2024-08-21,Returning,Paid Search,1.0,165.59,2024-09-09
C012843,2025-05-06,New,Paid Search,0.0,0.0,
C012844,2024-04-19,VIP,Email Marketing,1.0,226.3,2023-09-19
C012845,2025-04-02,New,Paid Search,0.0,0.0,
C012846,2024-04-12,Returning,Social Media,3.0,2937.08,2025-02-25
C012847,2025-03-04,New,Referral,0.0,0.0,
C012848,2025-06-29,Returning,Social Media,0.0,0.0,
C012849,2025-05-06,New,Email Marketing,0.0,0.0,
C012850,2025-01-14,Returning,Social Media,0.0,0.0,
C012851,2023-10-17,New,Direct,6.0,5158.3,2025-09-12
C012852,2025-08-26,VIP,Direct,1.0,850.7,2022-04-14
C012853,2024-11-05,Returning,Email Marketing,1.0,327.15,2022-02-03
C012854,2025-04-01,New,Email Marketing,0.0,0.0,
C012855,2023-07-25,Returning,Email Marketing,14.0,8141.11,2025-05-12
C012856,2024-09-30,VIP,Referral,1.0,409.57,2025-08-08
C012857,2025-08-15,New,Email Marketing,0.0,0.0,
C012858,2025-08-31,Returning,Organic Search,0.0,0.0,
C012859,2023-10-14,New,Paid Search,5.0,6443.06,2025-07-21
C012860,2025-07-21,New,Paid Search,0.0,0.0,
C012861,2025-06-04,Returning,Social Media,0.0,0.0,
C012862,2024-07-28,Returning,Social Media,2.0,945.9,2023-05-07
C012863,2024-05-17,Returning,Email Marketing,2.0,580.16,2025-05-17
C012864,2024-11-18,Returning,Social Media,1.0,457.53,2024-01-27
C012865,2024-08-02,New,Email Marketing,0.0,0.0,
C012866,2025-07-26,VIP,Referral,1.0,160.33,2024-03-14
C012867,2024-08-15,New,Paid Search,0.0,0.0,
C012868,2025-09-07,New,Social Media,0.0,0.0,
C012869,2025-01-19,New,Direct,0.0,0.0,
C012870,2025-03-11,Returning,Paid Search,0.0,0.0,
C012871,2025-02-01,Returning,Referral,2.0,1822.91,2023-10-24
C012872,2023-01-17,Returning,Email Marketing,12.0,4863.68,2025-01-31
C012873,2023-01-02,VIP,Social Media,19.0,10772.76,2025-07-26
C012874,2025-08-05,New,Paid Search,1.0,155.1,2024-07-31
C012875,2025-08-14,New,Organic Search,0.0,0.0,
C012876,2025-02-21,New,Direct,0.0,0.0,
C012877,2025-08-21,Returning,Organic Search,0.0,0.0,
C012878,2024-02-17,New,Email Marketing,1.0,796.31,2023-01-14
C012879,2025-01-16,New,Paid Search,0.0,0.0,
C012880,2025-01-10,New,Paid Search,0.0,0.0,
C012881,2024-11-25,Returning,Direct,0.0,0.0,
C012882,2023-11-16,Returning,Direct,4.0,2008.5,2024-04-24
C012883,2025-07-22,VIP,Organic Search,0.0,0.0,
C012884,2023-12-08,New,Social Media,1.0,822.42,2024-04-11
C012885,2025-05-29,VIP,Social Media,0.0,0.0,
C012886,2025-07-21,Returning,Paid Search,1.0,169.9,2022-12-25
C012887,2025-05-25,Returning,Referral,0.0,0.0,
C012888,2024-10-14,New,Email Marketing,1.0,1407.75,2022-10-15
C012889,2025-04-07,New,Social Media,0.0,0.0,
C012890,2023-01-02,New,Social Media,24.0,15671.71,2025-09-21
C012891,2023-07-19,Returning,Email Marketing,10.0,4972.1,2025-09-10
C012892,2024-05-25,New,Paid Search,2.0,968.2,2023-06-13
C012893,2025-09-15,VIP,Direct,0.0,0.0,
C012894,2024-01-16,New,Social Media,6.0,2008.36,2024-06-11
C012895,2025-08-02,New,Social Media,0.0,0.0,
C012896,2024-05-13,VIP,Organic Search,0.0,0.0,
C012897,2025-07-14,New,Organic Search,0.0,0.0,
C012898,2024-05-27,Returning,Direct,3.0,973.56,2024-03-24
C012899,2025-07-16,New,Social Media,0.0,0.0,
C012900,2025-09-12,New,Referral,0.0,0.0,
C012901,2023-11-23,New,Paid Search,2.0,2697.22,2025-08-02
C012902,2024-09-30,VIP,Social Media,1.0,363.59,2025-01-06
C012903,2025-06-20,New,Paid Search,0.0,0.0,
C012904,2023-10-23,Returning,Paid Search,6.0,3980.19,2025-09-07
C012905,2025-04-11,New,Paid Search,0.0,0.0,
C012906,2025-08-14,New,Referral,0.0,0.0,
C012907,2025-07-10,New,Paid Search,0.0,0.0,
C012908,2024-09-08,Returning,Organic Search,1.0,196.12,2025-01-09
C012909,2024-07-12,Returning,Organic Search,0.0,0.0,
C012910,2025-01-10,Returning,Paid Search,0.0,0.0,
C012911,2025-04-02,VIP,Paid Search,0.0,0.0,
C012912,2025-04-30,New,Social Media,0.0,0.0,
C012913,2025-06-18,VIP,Social Media,0.0,0.0,
C012914,2025-01-18,Returning,Email Marketing,1.0,198.8,2024-10-11
C012915,2024-11-04,Returning,Organic Search,0.0,0.0,
C012916,2024-07-31,Returning,Referral,1.0,844.76,2022-05-02
C012917,2025-03-14,New,Email Marketing,0.0,0.0,
C012918,2024-01-29,VIP,Social Media,1.0,1297.44,2022-01-10
C012919,2025-02-05,Returning,Referral,0.0,0.0,
C012920,2025-01-23,New,Referral,1.0,783.36,2024-06-12
C012921,2025-02-07,Returning,Social Media,0.0,0.0,
C012922,2025-07-15,New,Social Media,0.0,0.0,
C012923,2025-04-14,New,Email Marketing,0.0,0.0,
